pH,EC,CO3,HCO3,Cl,SO4,NO3,Ca,Mg,Na,K,F,tds,Actual_WQI,Predicted_WQI,Calculated_WQI,Classification
7.69,756.0,0.0,296.0,54.0,14.0,45.0,77.0,15.0,58.0,1.2,0.11,491,203.57386,201.83650654999997,226.307,Poor (Needs purification before use)
7.3,1614.0,0.0,291.0,179.0,81.0,42.0,88.0,56.0,66.0,39.8,0.81,1049,402.964,412.85043745599995,464.99,"Severely Contaminated (Avoid drinking, high health risk)"
8.03,483.0,0.0,231.8,10.6,40.2,0.0,46.0,31.2,4.6,2.6,0.55,489,155.18782,153.75961360000002,221.169,Poor (Needs purification before use)
8.22,740.0,0.0,353.8,28.4,9.2,0.0,20.0,46.8,49.4,2.1,0.85,489,194.55428,198.46223513899997,218.10600000000002,Poor (Needs purification before use)
7.83,185.0,0.0,92.0,11.0,0.0,0.0,12.0,7.0,16.0,2.0,0.46,104,47.62362,50.14095019599998,49.649,Excellent (Safe for drinking)
7.22,1084.0,0.0,244.0,199.0,85.0,1.7,96.0,44.0,73.0,1.5,0.13,726,287.07118,289.4726414200001,334.56600000000003,"Very Poor (Not suitable for drinking, high risk)"
7.68,2395.0,0.0,317.2,498.4,116.4,72.0,88.0,68.1,140.0,6.3,0.38,1358,576.89762,577.5221254639999,592.3340000000001,Highly Polluted (Not for any domestic use)
8.5,340.0,48.0,98.0,27.0,0.0,27.0,16.0,29.0,27.0,1.0,0.12,262,95.154,95.05786966800005,120.85000000000001,Moderate (Filtration required)
7.55,710.0,0.0,236.0,99.0,14.0,8.0,67.0,21.0,43.0,4.6,0.35,426,181.3773,183.65506510400002,199.065,Moderate (Filtration required)
7.3,702.0,0.0,195.264,113.44,17.5,5.1,40.0,14.5824,77.2,4.9,0.7,421,177.6787336,181.27857493900007,186.96472,Moderate (Filtration required)
7.87,3760.0,0.0,128.0,746.0,576.0,244.0,332.0,142.0,160.0,6.0,0.78,2256,959.21118,937.6408453409994,1046.961,Extremely Polluted (Only suitable for industrial use)
8.0,630.0,0.0,354.0,14.0,22.0,0.0,32.0,15.0,93.0,4.7,0.18,489,184.5942,182.163279,212.10000000000002,Poor (Needs purification before use)
7.12,753.0,0.0,342.0,55.0,27.0,2.0,62.0,23.0,64.0,3.6,1.46,489,202.08328,200.91180683699997,223.23600000000002,Poor (Needs purification before use)
7.3,640.0,0.0,36.0,89.0,29.0,16.0,39.0,7.0,38.0,3.68,0.46,416,154.36428,162.82890778800004,182.39000000000001,Moderate (Filtration required)
7.89,3870.0,0.0,493.0,893.0,234.0,6.0,152.0,141.0,398.0,17.0,0.43,2142,931.03846,948.1805330709998,947.067,Highly Polluted (Not for any domestic use)
8.16,396.0,0.0,183.0,21.3,13.3,0.6,80.0,9.7,15.0,0.5,0.17,1358,265.13774,268.04523279999995,572.558,Highly Polluted (Not for any domestic use)
7.98,626.0,0.0,67.0,139.0,31.0,8.0,20.0,15.0,72.0,1.2,0.12,375,153.97692,157.93308592799997,162.894,Moderate (Filtration required)
8.56,973.0,96.0,207.0,92.0,87.0,5.7,24.0,29.0,152.0,10.0,0.87,583,242.97294,247.54556046800008,251.66800000000003,Poor (Needs purification before use)
8.01,340.0,0.0,262.51,14.18,26.08,0.0,40.03,31.53,4.8,3.62,0.25,204,99.23384,96.52940555000004,105.47100000000002,Moderate (Filtration required)
6.69,123.4,0.0,54.9,14.2,7.2,1.5,16.0,3.6,6.4,2.6,0.14,181,49.20356,49.67018946000002,80.287,Good (Minor treatment needed)
7.16,860.0,0.0,268.0,106.0,30.0,44.0,122.0,18.0,28.0,0.9,0.32,516,223.58264,223.680895854,250.548,Poor (Needs purification before use)
8.71,600.0,30.0,244.24,63.81,38.3851,0.8259,4.0,47.33,47.35,27.76,0.56,360,157.6365549,158.18455407,162.012,Moderate (Filtration required)
8.1,1285.0,0.0,149.0,102.0,45.0,34.0,39.0,27.0,48.0,1.45,1.08,835,304.1296,316.51000376,356.23,"Very Poor (Not suitable for drinking, high risk)"
8.08,1525.0,0.0,354.0,241.0,100.0,75.0,28.0,83.0,190.0,7.7,0.0,915,393.97532,387.4348047239999,401.724,"Severely Contaminated (Avoid drinking, high health risk)"
7.72,180.0,0.0,62.0,14.1,3.3,12.2,15.0,4.2,18.6,1.0,0.13,322,78.19788,79.66773899999997,136.876,Moderate (Filtration required)
7.7,4772.0,0.0,49.0,780.0,662.0,720.0,164.0,151.0,267.0,590.0,0.24,1068,1007.9938,935.9884889999998,524.01,Highly Polluted (Not for any domestic use)
7.58,945.0,0.0,292.8,120.7,72.0,9.6,76.0,24.3,94.2,8.5,0.3,1126,325.49202,327.65199259999997,482.764,"Severely Contaminated (Avoid drinking, high health risk)"
9.14,1034.0,17.0,247.0,82.0,154.0,78.0,16.0,43.0,133.0,33.0,1.03,620,275.86196,266.4936671479998,268.442,Poor (Needs purification before use)
8.03,701.0,0.0,250.1,60.4,54.0,0.0,28.0,40.8,55.8,4.2,0.0,489,189.70242,192.46119030200015,218.649,Poor (Needs purification before use)
8.51,2340.0,18.0,360.0,290.0,10.0,53.0,72.0,85.0,72.0,21.0,0.8,1126,505.19614,519.2963690160001,500.05300000000005,"Beyond Measurement (Immediate action required, potential disaster)"
7.81,534.0,0.0,226.0,40.0,11.0,12.0,30.0,17.0,52.0,5.3,0.38,347,142.67514,142.74325550399996,155.243,Moderate (Filtration required)
6.7,105.0,0.0,32.0,15.0,3.0,6.0,9.0,3.0,8.0,1.8,0.03,68,28.8506,28.328481863999997,32.81,Excellent (Safe for drinking)
8.16,507.0,0.0,189.0,43.0,20.0,20.0,62.0,4.0,35.0,2.21,0.0,330,136.739,137.99209588,154.24800000000002,Moderate (Filtration required)
7.5,1070.0,0.0,458.0,99.0,6.0,11.0,72.0,46.0,74.0,0.4,1.52,590,267.0304,268.59593979999994,273.65,Poor (Needs purification before use)
7.74,1160.0,52.0,244.0,221.9,77.0,11.0,64.0,37.9,63.9,10.4,1.56,608,279.30256,283.96706959999995,276.09200000000004,Poor (Needs purification before use)
6.76,182.3,0.0,61.0,24.8,1.7,5.0,12.0,3.6,19.4,2.1,0.19,251,67.74184,68.68092082000001,107.108,Moderate (Filtration required)
7.92,1012.0,0.0,431.0,67.0,39.0,4.0,38.0,22.0,142.0,1.3,0.45,607,261.81068,262.596020417,263.17600000000004,Poor (Needs purification before use)
7.52,877.5,0.0,195.3,138.3,52.4,23.8,64.1,45.0,36.2,2.7,1.01,567,227.10838,224.38289674199999,261.786,Poor (Needs purification before use)
7.96,750.0,0.0,244.0,97.0,20.0,8.0,48.0,10.0,93.0,2.6,0.22,597,212.96104,214.62136279999987,258.588,Poor (Needs purification before use)
7.05,164.0,0.0,61.0,21.0,2.0,6.0,8.0,5.0,19.0,14.0,1.8,114,46.4037,45.42881413399999,51.615,Good (Minor treatment needed)
7.95,468.0,0.0,237.9,14.2,0.0,0.0,40.0,22.8,12.6,5.1,0.35,489,149.8109,151.575131,216.82500000000002,Poor (Needs purification before use)
7.87,2425.0,0.0,305.0,503.0,181.0,49.0,48.0,60.0,385.0,1.8,0.45,1455,608.70098,607.7538656139999,616.761,Highly Polluted (Not for any domestic use)
7.98,1700.0,0.0,342.0,355.0,104.25,29.0,36.0,126.0,143.0,1.8,0.49,1139,447.30952,446.2982701820003,506.59400000000005,Highly Polluted (Not for any domestic use)
7.58,1581.0,0.0,470.0,215.0,26.0,60.0,74.0,26.0,224.0,6.7,0.77,358,320.80932,306.2327667000001,175.47400000000002,Moderate (Filtration required)
8.62,738.0,36.0,146.0,107.0,46.0,30.0,60.0,27.0,65.0,2.0,0.76,494,194.97668,194.13256432500003,226.28600000000003,Poor (Needs purification before use)
7.94,596.0,0.0,201.0,92.0,11.0,11.0,24.0,23.0,52.0,22.0,0.07,358,154.27716,154.59091718399998,159.68200000000002,Moderate (Filtration required)
7.6,2060.0,0.0,458.0,291.0,224.0,20.0,80.0,66.0,248.0,14.0,1.7,1236,526.2104,525.7252934559998,540.48,Highly Polluted (Not for any domestic use)
7.52,898.0,0.0,415.0,59.0,5.0,2.0,69.0,21.0,80.0,5.3,1.38,584,237.75008,240.71267159300004,262.856,Poor (Needs purification before use)
7.3,593.0,0.0,189.162,63.81,20.5,32.0,34.0,25.5192,36.3,2.5,0.8,355,152.7139488,153.5319363280001,162.04576,Moderate (Filtration required)
7.7,742.0,0.0,329.0,57.0,23.0,4.4,54.0,33.0,58.0,0.87,1.12,1126,290.27472,291.87553060000005,478.81000000000006,"Severely Contaminated (Avoid drinking, high health risk)"
7.05,138.8,0.0,73.3,35.5,3.2,3.2,18.0,6.1,15.1,2.6,0.16,181,54.8919,54.31627190000005,81.745,Good (Minor treatment needed)
8.04,517.0,0.0,305.0,21.0,30.0,7.0,24.0,31.0,63.0,2.3,0.45,310,142.56836,138.07853698899996,142.912,Moderate (Filtration required)
7.77,453.0,0.0,134.0,37.0,26.0,50.0,40.0,13.0,38.0,1.2,0.84,597,167.55698,165.29252100000005,257.031,Poor (Needs purification before use)
8.61,956.0,59.0,129.0,82.0,116.0,4.0,36.0,12.0,118.0,11.0,2.24,573,233.35654,233.93293534199987,246.18300000000002,Poor (Needs purification before use)
6.94,120.0,0.0,30.5,17.7,3.0,1.0,6.0,2.4,15.0,0.6,0.02,608,107.33956,108.37474820000003,247.80200000000002,Poor (Needs purification before use)
8.23,425.0,0.0,170.0,21.0,62.0,2.0,54.0,22.0,13.0,1.0,0.16,255,114.02222,113.0739657639999,127.26899999999999,Moderate (Filtration required)
7.2,280.0,0.0,92.0,22.0,9.0,21.0,10.0,16.0,21.0,1.7,0.15,182,74.908,74.6336984618,82.75999999999999,Good (Minor treatment needed)
5.92,70.0,0.0,6.0,6.58,0.97,7.4,4.2,2.83,5.64,1.77,0.07,75,22.37067,25.750535887999995,33.885,Excellent (Safe for drinking)
7.65,2040.0,0.0,329.0,411.0,144.0,6.0,146.0,45.0,212.0,1.2,1.74,1168,502.8603,511.09719642899995,526.7950000000001,Highly Polluted (Not for any domestic use)
5.7,210.1,0.0,30.52,102.81,7.68,1.24,10.01,10.92,42.89,6.19,0.05,126,58.80168,58.677026944,58.38900000000001,Good (Minor treatment needed)
7.1,430.0,0.0,158.6,70.9,19.0,5.0,44.0,27.9,17.0,4.6,0.23,1126,237.9711,238.87515400000018,474.1,"Severely Contaminated (Avoid drinking, high health risk)"
7.17,6820.0,0.0,390.0,1801.0,521.0,5.6,313.0,172.0,880.0,4.0,0.95,3934,1661.65118,1662.5656671799998,1721.2510000000002,Extremely Polluted (Only suitable for industrial use)
7.02,1270.0,0.0,399.0,148.0,48.0,42.0,66.0,45.0,128.0,1.4,0.78,762,325.41168,325.4593776960001,340.206,"Very Poor (Not suitable for drinking, high risk)"
7.94,290.0,0.0,159.0,7.1,10.0,0.0,40.0,5.0,14.0,3.9,1.34,489,122.73816,121.67927279999998,211.48200000000003,Poor (Needs purification before use)
7.6,836.0,0.0,207.0,89.0,100.0,4.7,30.0,35.0,94.0,2.7,0.66,482,210.6587,212.115291249,214.58,Poor (Needs purification before use)
7.6,970.0,0.0,232.0,85.0,102.0,40.0,72.0,24.0,86.0,0.91,0.41,650,258.55536,261.74956320499996,291.08,Poor (Needs purification before use)
7.63,605.0,0.0,159.0,67.0,15.0,21.0,64.0,18.0,20.0,3.9,0.5,363,151.39622,156.1758463220001,172.089,Moderate (Filtration required)
8.28,120.0,0.0,61.05,17.725,5.37,0.0,14.01,7.27,8.79,1.7,0.75,68,33.32964,33.738523507999986,36.068,Excellent (Safe for drinking)
7.72,510.0,0.0,195.0,24.5,18.0,10.0,45.7,16.8,37.9,4.99,0.64,306,130.63292,133.92521867799994,143.466,Moderate (Filtration required)
7.88,2352.0,0.0,195.0,511.0,152.0,60.0,208.0,110.0,64.0,26.0,0.37,1411,577.26932,586.3110165869998,662.164,Highly Polluted (Not for any domestic use)
7.2,2120.0,0.0,415.0,411.0,120.0,18.0,144.0,59.0,207.0,7.0,0.58,1219,525.9778,524.5354011049999,550.6600000000001,Highly Polluted (Not for any domestic use)
8.16,1138.0,0.0,488.0,152.4,4.1,4.9,38.0,9.7,220.2,5.9,0.28,620,290.88564,280.66961140000006,264.758,Poor (Needs purification before use)
7.75,924.0,0.0,268.0,103.0,52.0,50.0,56.0,32.0,93.0,7.1,0.34,554,240.1401,237.92484951200004,250.32500000000002,Poor (Needs purification before use)
8.01,288.0,0.0,146.0,14.0,0.0,0.0,28.0,10.0,17.0,2.2,0.0,172,75.07934,76.58372990180001,82.60300000000001,Good (Minor treatment needed)
8.1,6000.0,0.0,195.0,1543.0,915.0,3.2,141.0,117.0,1128.0,9.0,0.75,1629,1246.506,1157.3964092400006,731.43,Highly Polluted (Not for any domestic use)
8.01,1920.0,0.0,622.4,263.1,148.9,45.1,41.0,83.4,248.4,13.9,1.92,1181,507.64804,502.2363180539998,512.123,Highly Polluted (Not for any domestic use)
7.4,1616.0,0.0,336.0,305.0,78.0,39.0,120.0,39.0,153.0,4.0,0.55,1126,432.4406,434.25356470000025,500.32000000000005,"Beyond Measurement (Immediate action required, potential disaster)"
8.2,760.0,0.0,220.0,135.0,44.0,3.1,36.0,49.0,57.0,1.9,0.17,509,203.0915,204.13224121800013,231.56000000000003,Poor (Needs purification before use)
7.65,220.0,0.0,78.0,25.0,9.0,10.0,18.0,11.0,12.0,2.0,0.56,132,58.2651,57.227772058,63.795,Good (Minor treatment needed)
7.47,989.0,0.0,441.0,62.0,5.0,14.0,62.0,19.0,100.0,7.8,0.3,593,254.43838,257.0220232000002,263.74100000000004,Poor (Needs purification before use)
8.0,1337.0,0.0,606.0,74.0,18.0,13.0,76.0,91.0,42.0,1.7,0.18,869,349.4122,352.86355327999996,400.1,"Beyond Measurement (Immediate action required, potential disaster)"
7.5,859.0,0.0,317.0,85.0,23.0,23.0,104.0,46.0,0.0,0.0,0.1,118,163.354,163.36559928400004,94.45,Good (Minor treatment needed)
7.5,3371.0,0.0,890.0,287.0,141.0,296.0,111.0,107.0,319.0,127.5,0.32,2191,892.557,861.5589423599998,944.0500000000001,Highly Polluted (Not for any domestic use)
7.89,846.0,0.0,201.3,134.9,43.0,13.1,40.0,63.2,12.8,1.4,0.18,1126,298.88476,302.9607547999999,483.72700000000003,"Severely Contaminated (Avoid drinking, high health risk)"
7.54,3010.0,0.0,458.0,709.0,154.0,30.0,224.0,107.0,258.0,9.8,3.0,1773,750.56436,736.8809292130005,810.762,Highly Polluted (Not for any domestic use)
8.366,987.4,15.0,470.1,113.4,59.8,10.2,110.0,6.0,99.7,53.4,0.13,181,212.854824,205.48643134000008,109.7098,Moderate (Filtration required)
7.7,429.0,0.0,167.0,20.0,20.0,16.0,41.0,11.0,14.0,29.3,0.05,279,115.3856,113.64399825399998,129.51000000000002,Moderate (Filtration required)
7.3,780.0,0.0,256.3,86.2,26.9,26.7,64.0,22.0,59.2,2.5,0.32,1181,302.7215,301.3677057999999,500.39000000000004,"Beyond Measurement (Immediate action required, potential disaster)"
7.96,534.0,0.0,246.0,39.0,28.7,0.0,32.0,21.9,49.4,1.1,0.35,120,112.00434,110.60923459999997,66.55799999999999,Good (Minor treatment needed)
8.1,954.0,0.0,393.0,35.0,15.0,37.0,25.0,46.0,83.0,1.7,0.47,620,249.7036,253.02950211200002,271.73,Poor (Needs purification before use)
8.4,255.0,24.0,110.0,14.0,0.0,4.1,12.0,19.0,21.0,1.3,0.18,262,81.2487,82.31789655999988,116.62,Moderate (Filtration required)
7.85,1059.0,0.0,498.15,93.4,47.634,2.007,28.0,46.904,102.55,48.354,0.97,688,288.009599,284.1025851059999,300.0262,"Beyond Measurement (Immediate action required, potential disaster)"
6.98,210.0,0.0,31.0,28.0,20.0,4.0,8.0,10.0,14.0,1.0,0.84,126,52.23972,54.18226208999995,57.894000000000005,Good (Minor treatment needed)
7.65,4025.0,0.0,915.0,553.0,44.0,421.0,32.0,97.0,702.0,1.5,1.6,2697,1081.5071,1066.4331619000006,1119.795,Extremely Polluted (Only suitable for industrial use)
7.45,686.0,0.0,244.0,85.0,26.0,13.0,56.0,27.0,50.0,2.0,0.48,411,177.8283,178.30682713200002,191.53500000000003,Moderate (Filtration required)
7.75,1134.0,0.0,323.0,160.0,20.0,69.0,130.0,11.0,89.0,6.7,0.39,597,282.3527,278.9821819999998,283.425,Poor (Needs purification before use)
7.86,1550.0,0.0,317.3,177.3,144.0,161.2,40.0,87.5,144.9,7.8,0.62,1126,433.84284,428.2866401279999,491.00800000000004,"Severely Contaminated (Avoid drinking, high health risk)"
7.67,819.0,0.0,427.0,53.0,0.0,0.0,36.0,21.0,69.0,3.0,0.13,524,217.21438,219.22846456000016,229.001,Poor (Needs purification before use)
8.7,692.5,18.0,390.71,85.08,51.13,0.0,16.01,48.54,79.9,48.84,0.71,181,162.07387,156.27310843999987,94.375,Good (Minor treatment needed)
7.93,387.0,0.0,195.0,21.0,15.0,6.0,36.0,12.0,33.0,4.0,0.61,232,103.81702,102.60431754000003,109.57900000000001,Moderate (Filtration required)
7.4,2945.0,0.0,924.0,465.0,28.0,27.0,272.0,27.0,302.0,56.8,0.46,597,585.0774,575.4157601999998,330.72,"Very Poor (Not suitable for drinking, high risk)"
7.47,497.3,0.0,189.2,49.6,10.6,2.5,36.1,18.2,33.3,6.2,0.37,302,127.64208,129.7616018859999,139.33100000000002,Moderate (Filtration required)
7.0,1390.0,0.0,305.1,269.42,31.5,35.9,84.0,43.7472,123.5,13.5,0.6,834,350.4425888,353.38788646099994,374.02416000000005,"Very Poor (Not suitable for drinking, high risk)"
7.98,600.0,0.0,342.0,28.4,12.0,0.0,28.0,29.0,70.0,2.5,0.79,360,160.55512,159.87117543999997,163.494,Moderate (Filtration required)
7.4,621.0,0.0,131.0,54.0,24.0,41.0,45.0,16.0,23.0,1.07,0.63,404,158.27052,163.80376849499996,182.12000000000003,Moderate (Filtration required)
7.36,1443.0,0.0,372.0,192.0,98.0,41.0,104.0,51.0,98.0,26.0,0.08,938,379.26704,378.258640822,423.9080000000001,"Severely Contaminated (Avoid drinking, high health risk)"
7.35,470.0,0.0,244.1,11.0,5.0,9.5,41.0,17.4,19.4,2.4,0.2,1181,251.2398,249.15553119999987,492.125,"Severely Contaminated (Avoid drinking, high health risk)"
7.25,2155.0,0.0,535.0,200.0,65.0,325.0,220.0,80.0,80.0,1.5,0.42,1293,567.8645,552.108536697,609.375,Highly Polluted (Not for any domestic use)
7.3,1030.0,0.0,354.0,70.0,40.0,53.0,80.0,39.0,62.0,11.8,0.78,670,272.471,272.477936458,305.89,"Very Poor (Not suitable for drinking, high risk)"
7.27,449.0,0.0,79.326,49.56,64.0,19.5,22.0,25.5192,24.54,6.9,0.06,291,118.4477128,118.81387897200003,132.83676,Moderate (Filtration required)
8.12,801.2,0.0,183.0,99.3,120.0,0.0,88.0,43.2,25.0,3.7,1.0,489,207.80828,202.82682130600003,237.39600000000002,Poor (Needs purification before use)
7.17,1990.0,0.0,610.2,262.3,72.5,100.7,48.0,162.8,114.4,4.9,0.62,1181,508.36788,506.21360198899987,537.791,Highly Polluted (Not for any domestic use)
8.02,1040.0,0.0,457.7,82.4,76.2,6.4,42.0,43.1,117.0,7.0,1.19,1181,354.96038,349.0464288000002,500.336,"Beyond Measurement (Immediate action required, potential disaster)"
7.2,1076.0,0.0,378.2,106.4,78.0,6.0,56.0,31.6,107.0,0.3,0.86,1126,345.9966,349.31558279999996,478.84000000000003,"Severely Contaminated (Avoid drinking, high health risk)"
7.8,888.0,0.0,262.0,156.0,0.0,9.0,54.0,25.0,102.0,5.0,0.26,568,230.4772,231.94776198800002,253.24,Poor (Needs purification before use)
8.0,921.0,0.0,226.0,167.0,40.0,4.0,84.0,32.0,58.0,1.0,0.53,262,191.3,192.84621833200006,142.0,Moderate (Filtration required)
7.1,2570.0,0.0,518.67,496.3,89.0,111.4,176.0,82.6336,234.6,1.1,0.6,1542,653.3431944,646.9505619410004,696.52008,Highly Polluted (Not for any domestic use)
8.56,1010.0,9.0,183.0,134.7,60.0,111.6,80.0,38.9,45.0,19.0,0.89,608,262.37794,261.873651684,281.43800000000005,Poor (Needs purification before use)
7.92,605.0,0.0,317.0,12.0,16.0,8.0,68.0,16.0,32.0,0.9,0.89,597,192.68828,190.65128979999997,266.37600000000003,Poor (Needs purification before use)
8.24,440.0,0.0,153.0,39.0,18.0,22.7,48.0,10.0,17.7,14.5,0.0,608,164.66436,165.20383760000004,263.072,Poor (Needs purification before use)
7.6,854.0,0.0,353.8,67.5,34.6,6.3,38.0,42.5,68.5,5.3,1.26,144,167.4221,168.38736515600002,84.03,Good (Minor treatment needed)
7.52,549.0,0.0,195.0,48.0,26.0,6.0,32.0,15.0,56.0,1.3,0.78,597,179.00608,181.27497260000004,255.156,Poor (Needs purification before use)
7.96,2380.0,0.0,305.1,627.7,55.8,3.4,45.0,38.1,364.0,35.6,0.07,1181,554.47854,569.2950229,499.718,"Severely Contaminated (Avoid drinking, high health risk)"
7.44,374.0,0.0,226.0,14.0,7.3,3.5,60.0,11.0,7.2,1.4,0.14,224,101.70206,100.61795135200002,113.132,Moderate (Filtration required)
6.43,60.0,0.0,12.0,7.0,2.0,3.5,6.0,1.0,3.0,0.9,0.02,608,97.46792,97.60889799999991,247.229,Poor (Needs purification before use)
7.97,900.0,0.0,360.0,74.0,44.0,2.0,40.0,56.0,55.0,0.2,0.89,491,223.30978,225.6467227039999,227.591,Poor (Needs purification before use)
8.16,536.0,0.0,165.0,53.0,21.0,29.0,34.0,30.0,22.0,3.02,0.18,348,141.27636,140.81900564800003,160.848,Moderate (Filtration required)
7.9,830.0,0.0,329.0,80.0,12.0,13.0,72.0,18.0,72.0,1.1,0.5,597,228.0602,228.90452559999977,268.17,Poor (Needs purification before use)
6.7,596.0,0.0,97.0,104.0,17.0,32.0,66.0,15.0,28.0,4.5,0.12,387,153.8598,156.1263474799999,181.11,Moderate (Filtration required)
7.55,510.0,0.0,329.0,21.0,5.3,2.2,68.0,17.0,27.0,1.5,0.35,306,139.7589,136.58279523299993,150.16500000000002,Moderate (Filtration required)
7.72,880.0,0.0,474.0,10.0,7.0,18.0,65.0,49.0,30.0,1.2,0.16,572,234.88128,234.989674829,265.31600000000003,Poor (Needs purification before use)
9.03,2910.0,108.0,153.0,568.0,240.0,309.0,24.0,129.0,445.0,3.0,2.48,1746,746.16242,720.0961190560001,747.009,Highly Polluted (Not for any domestic use)
7.5,1457.0,0.0,482.058,177.25,46.5,20.0,84.0,48.608,132.6,16.8,1.7,874,371.40012,375.1600323689997,391.6324,"Very Poor (Not suitable for drinking, high risk)"
7.2,352.0,0.0,96.0,35.0,7.0,12.0,31.0,9.0,9.0,2.8,0.26,229,90.1596,94.66915794000005,105.76,Moderate (Filtration required)
7.78,859.0,0.0,412.0,28.0,25.0,23.0,84.0,34.0,25.0,14.2,0.16,515,224.38112,224.47011176899997,243.734,Poor (Needs purification before use)
7.9,445.0,0.0,98.0,92.2,22.0,16.0,50.0,13.0,23.0,2.0,0.56,289,118.7168,117.27943340999998,136.87,Moderate (Filtration required)
7.54,909.0,0.0,384.3,52.0,42.0,44.2,44.0,38.7,71.8,4.9,1.0,608,247.97326,245.82076938799995,270.272,Poor (Needs purification before use)
7.68,220.0,0.0,67.0,14.0,10.0,2.0,8.0,4.0,24.0,5.0,0.28,132,55.42352,56.26686916000003,58.70400000000001,Good (Minor treatment needed)
7.83,450.0,0.0,171.0,35.0,6.0,36.0,32.0,21.0,23.0,3.7,0.01,238,113.71382,113.44181603999992,113.44900000000001,Moderate (Filtration required)
6.99,122.8,0.0,30.5,17.7,5.6,1.6,10.0,3.6,6.4,0.8,0.13,404,78.65326,79.73638379999996,167.77700000000004,Moderate (Filtration required)
8.26,1317.0,0.0,342.0,171.0,92.0,98.0,96.0,32.0,157.0,29.0,1.56,790,349.45864,343.3203486,356.878,"Very Poor (Not suitable for drinking, high risk)"
7.5,759.0,0.0,266.0,42.0,46.0,30.0,71.0,40.0,13.0,3.2,0.61,493,199.9372,198.99371305400007,232.75,Poor (Needs purification before use)
7.16,3220.0,0.0,390.0,723.0,91.0,86.0,272.0,109.0,132.0,28.0,0.49,1126,674.87924,678.260884,566.8480000000001,Highly Polluted (Not for any domestic use)
8.19,1358.0,0.0,427.0,191.0,54.0,26.0,24.0,36.0,215.0,0.79,2.5,910,363.5009,363.0151423679999,384.457,"Very Poor (Not suitable for drinking, high risk)"
8.08,363.0,0.0,153.0,28.0,12.0,19.0,36.0,2.0,36.0,3.0,0.0,230,99.15012,97.91643755999999,105.82400000000001,Moderate (Filtration required)
7.9,898.0,0.0,361.0,92.0,8.0,7.0,87.0,29.0,45.0,1.7,0.32,584,236.0998,238.68956984799988,270.77000000000004,Poor (Needs purification before use)
8.8,1180.0,42.0,244.0,134.7,81.0,37.9,20.0,19.4,163.3,86.0,1.0,608,285.3538,290.79065820000005,257.66,Poor (Needs purification before use)
8.0,998.0,0.0,336.0,87.0,10.0,93.0,84.0,40.0,49.0,2.1,0.05,649,267.1466,265.1104094669999,299.2,Poor (Needs purification before use)
7.95,364.0,0.0,73.0,67.0,23.0,8.0,24.0,21.0,18.0,2.0,0.0,209,91.1643,93.25947726700001,99.48500000000001,Good (Minor treatment needed)
